5.762412764489314998e-02,6.033149978941265007e-02,-5.097744328521079948e-01,-2.919127793085012912e-01,2.201615493239787377e-02,-6.742164432782246641e-02,-3.758574110945460678e-01,-1.082337104383680249e+00,9.525671413223606443e-01,-9.542317829589369582e-01,-1.089948499490240197e+00,1.423475536917504725e+00,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,4.775685963272862100e-01,-8.648418493553285957e-01,-1.548444748954282968e-01,-1.254598811526375091e+00,7.122541928741861206e-01,4.842812745558747745e-01,-5.081000018182240119e-01,4.507143064099160767e+00,5.144144248902117189e-01,1.323639781745503119e-01,8.472647618936360869e-01,-2.072024232754379636e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.762412764489314998e-02,6.033149978941265007e-02,-5.097744328521079948e-01,-2.919127793085012912e-01,2.201615493239787377e-02,-6.742164432782246641e-02,-3.758574110945460678e-01,-1.082337104383680249e+00,9.525671413223606443e-01,-9.542317829589369582e-01,-1.089948499490240197e+00,1.423475536917504725e+00,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,4.244242623546330417e-01,-9.015896680978504607e-01,-8.366669530902595686e-02,-1.683958904502262932e+00,7.149344796575149985e-01,3.903850643418084743e-01,-5.800587826554137738e-01,4.633741663263882593e+00,5.556372335630183068e-01,1.863748156754280461e-01,8.102664331936664244e-01,-1.967170260762815870e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.762412764489314998e-02,6.033149978941265007e-02,-5.097744328521079948e-01,-2.919127793085012912e-01,2.201615493239787377e-02,-6.742164432782246641e-02,-3.758574110945460678e-01,-1.082337104383680249e+00,9.525671413223606443e-01,-9.542317829589369582e-01,-1.089948499490240197e+00,1.423475536917504725e+00,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,3.680984325895312326e-01,-9.297839471926209187e-01,-2.314188419283866316e-03,-2.178558430510516786e+00,7.123550841993941951e-01,2.836168611598817169e-01,-6.419592744723691125e-01,4.753141583814009863e+00,5.975397710114402905e-01,2.346556788333194477e-01,7.667352440385597490e-01,-1.860423150793500513e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.762412764489314998e-02,6.033149978941265007e-02,-5.097744328521079948e-01,-2.919127793085012912e-01,2.201615493239787377e-02,-6.742164432782246641e-02,-3.758574110945460678e-01,-1.082337104383680249e+00,9.525671413223606443e-01,-9.542317829589369582e-01,-1.089948499490240197e+00,1.423475536917504725e+00,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,3.099332392449155593e-01,-9.466297405191590464e-01,8.850718375241421743e-02,-2.745532865158232916e+00,7.034837246089905571e-01,1.657074442168934847e-01,-6.911234999197807261e-01,4.855207590739573753e+00,6.395717601813074582e-01,2.764655083292214544e-01,7.172968606391982860e-01,-1.748078102048923776e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.762412764489314998e-02,6.033149978941265007e-02,-5.097744328521079948e-01,-2.919127793085012912e-01,2.201615493239787377e-02,-6.742164432782246641e-02,-3.758574110945460678e-01,-1.082337104383680249e+00,9.525671413223606443e-01,-9.542317829589369582e-01,-1.089948499490240197e+00,1.423475536917504725e+00,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,2.520137301773344163e-01,-9.494061376422229248e-01,1.873954791594029667e-01,-3.390779192605375414e+00,6.871105363333905869e-01,3.918951673141449904e-02,-7.254952051102740995e-01,4.929794803711830653e+00,6.814456622957887344e-01,3.115961610572806073e-01,6.622232567288914851e-01,-1.621926361271503358e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.762412764489314998e-02,6.033149978941265007e-02,-5.097744328521079948e-01,-2.919127793085012912e-01,2.201615493239787377e-02,-6.742164432782246641e-02,-3.758574110945460678e-01,-1.082337104383680249e+00,9.525671413223606443e-01,-9.542317829589369582e-01,-1.089948499490240197e+00,1.423475536917504725e+00,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,1.983893660637907341e-01,-9.356108978780172114e-01,2.920169638988423522e-01,-4.115565527935543422e+00,6.614777513086919081e-01,-9.204323092755672953e-02,-7.442951216849489349e-01,4.971762193897140136e+00,7.232488119287883155e-01,3.408229619792467191e-01,6.006253945940758232e-01,-1.462529123442762868e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.762412764489314998e-02,6.033149978941265007e-02,-5.097744328521079948e-01,-2.919127793085012912e-01,2.201615493239787377e-02,-6.742164432782246641e-02,-3.758574110945460678e-01,-1.082337104383680249e+00,9.525671413223606443e-01,-9.542317829589369582e-01,-1.089948499490240197e+00,1.423475536917504725e+00,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,1.583721458076653432e-01,-9.034471555351961669e-01,3.983735691378617605e-01,-4.908480218900706404e+00,6.234268167446053166e-01,-2.213764975358455678e-01,-7.498876252495770833e-01,4.998278346691025220e+00,7.656743874493673330e-01,3.671180784081940485e-01,5.281733133261384827e-01,-1.218646744177553032e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.762412764489314998e-02,6.033149978941265007e-02,-5.097744328521079948e-01,-2.919127793085012912e-01,2.201615493239787377e-02,-6.742164432782246641e-02,-3.758574110945460678e-01,-1.082337104383680249e+00,9.525671413223606443e-01,-9.542317829589369582e-01,-1.089948499490240197e+00,1.423475536917504725e+00,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,1.560881397430428641e-01,-8.526683948430894278e-01,4.985911161134598535e-01,-5.724010572775592109e+00,5.651248212224246892e-01,-3.369062038205284937e-01,-7.530791102305008922e-01,5.102449050758310456e+00,8.101051962985293953e-01,3.993129327519329697e-01,4.292770115754760418e-01,-7.347823964238633376e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.762412764489314998e-02,6.033149978941265007e-02,-5.097744328521079948e-01,-2.919127793085012912e-01,2.201615493239787377e-02,-6.742164432782246641e-02,-3.758574110945460678e-01,-1.082337104383680249e+00,9.525671413223606443e-01,-9.542317829589369582e-01,-1.089948499490240197e+00,1.423475536917504725e+00,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,2.628868687041684971e-01,-7.812207028832527378e-01,5.662020025128080558e-01,-6.357695481298154760e+00,4.547117163569192599e-01,-4.172651681353810593e-01,-7.868462584702915485e-01,5.625725003992958939e+00,8.509569608803149166e-01,4.643102334081694593e-01,2.455366731911740596e-01,5.510080254920786125e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.762412764489314998e-02,6.033149978941265007e-02,-5.097744328521079948e-01,-2.919127793085012912e-01,2.201615493239787377e-02,-6.742164432782246641e-02,-3.758574110945460678e-01,-1.082337104383680249e+00,9.525671413223606443e-01,-9.542317829589369582e-01,-1.089948499490240197e+00,1.423475536917504725e+00,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,4.000000000000000000e+02,4.000000000000000000e+02,6.000000000000000000e+02,6.000000000000000000e+02,6.036928149184866976e-01,-6.612270394659395256e-01,4.453468170930413028e-01,-5.400893227894155046e+00,1.444721625510383134e-01,-4.586375789906370626e-01,-8.768006417569694788e-01,7.306425548782455870e+00,7.840170785535353071e-01,5.936584652952539010e-01,-1.813473107593923661e-01,4.493747444179096107e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
